Id	Size_fraction	Kingdom	Supergroup	Phylum	Class	Order	Family	Genus	Genus_revised_for_PIDA	Species
bn_ASV_000198	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000391	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000100	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000146	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000022	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000470	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000222	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bp_ASV_000198	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000534	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000443	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000395	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bn_ASV_000851	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bp_ASV_000470	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bp_ASV_000222	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bn_ASV_000713	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	unidentified_marine_bacterioplankton
bn_ASV_000705	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000095	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_000134	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bp_ASV_000095	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_000291	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bp_ASV_000134	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_000527	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_001399	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_000023	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	Roseibacillus	uncultured_marine_bacterium
bp_ASV_000023	pico	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	Roseibacillus	uncultured_marine_bacterium
bn_ASV_000107	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	Roseibacillus	uncultured_bacterium
bp_ASV_000107	pico	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	Roseibacillus	uncultured_bacterium
bn_ASV_000607	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Rubinisphaeraceae_X	Rubinisphaeraceae_X	uncultured_organism
bn_ASV_000265	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula	uncultured_planctomycete_6N14
bn_ASV_000482	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter	uncultured_Bacteroidetes_bacterium
bn_ASV_000058	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	Saprospiraceae_X	uncultured_marine_bacterium
bn_ASV_000245	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	Saprospiraceae_X	uncultured_bacterium
bn_ASV_000262	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_I	SAR11_Clade_I	uncultured_marine_bacterium
bn_ASV_000720	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_I	SAR11_Clade_I	uncultured_bacterium
bn_ASV_000717	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_I	SAR11_Clade_I	uncultured_bacterium
bn_ASV_000498	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_I	SAR11_Clade_I	uncultured_marine_bacterium
bn_ASV_000004	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000002	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000003	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_alpha_proteobacterium
bn_ASV_000007	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000008	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000091	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000046	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_marine_bacterium
bp_ASV_000003	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_alpha_proteobacterium
bp_ASV_000007	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bp_ASV_000004	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bp_ASV_000002	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bp_ASV_000008	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000115	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000149	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	unidentified_marine_bacterioplankton
bp_ASV_000091	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000308	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bp_ASV_000046	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_marine_bacterium
bp_ASV_000115	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000181	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bp_ASV_000149	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	unidentified_marine_bacterioplankton
bp_ASV_000308	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bp_ASV_000181	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000092	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_marine_bacterium
bn_ASV_000080	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000240	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000230	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000210	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bp_ASV_000092	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_marine_bacterium
bp_ASV_000080	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bp_ASV_000240	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bp_ASV_000230	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bp_ASV_000210	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000476	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000437	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000479	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000006	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000010	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000026	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000133	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000184	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bp_ASV_000006	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bp_ASV_000010	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bp_ASV_000026	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bp_ASV_000133	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bp_ASV_000184	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000347	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_002326	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000652	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_marine_bacterium
bn_ASV_000818	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000273	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000414	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000798	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000096	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	SAR11_Clade_III	uncultured_bacterium
bp_ASV_000096	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	SAR11_Clade_III	uncultured_bacterium
bn_ASV_000318	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	SAR11_Clade_III	uncultured_bacterium
bn_ASV_000657	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	SAR11_Clade_III	uncultured_marine_bacterium
bp_ASV_000318	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	SAR11_Clade_III	uncultured_bacterium
bn_ASV_000041	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bn_ASV_000201	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bp_ASV_000041	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bn_ASV_000284	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bp_ASV_000201	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bp_ASV_000284	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bn_ASV_000326	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	SAR92_clade	uncultured_marine_bacterium
bn_ASV_000325	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	SAR92_clade	uncultured_gamma_proteobacterium
bn_ASV_001282	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	SAR92_clade	uncultured_marine_bacterium
bn_ASV_000826	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	SAR92_clade	uncultured_marine_bacterium
bn_ASV_000179	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	SCGC_AAA164-E04	Verrucomicrobia_bacterium_SCGC_AAA164-E04
bp_ASV_000179	pico	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	SCGC_AAA164-E04	Verrucomicrobia_bacterium_SCGC_AAA164-E04
bn_ASV_000178	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	unidentified_marine_bacterioplankton
bn_ASV_000281	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	marine_metagenome
bp_ASV_000178	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	unidentified_marine_bacterioplankton
bp_ASV_000281	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	marine_metagenome
bn_ASV_000164	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium	Sphingobium_lactosutens_DS20
bp_ASV_000164	pico	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium	Sphingobium_lactosutens_DS20
bn_ASV_000272	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium	Sphingomonas_sp._ZP1
bn_ASV_000345	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Spongiispira	Spongiispira	Spongiispira_norvegica
bn_ASV_000505	nano	Bacteria	Firmicutes	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus	uncultured_bacterium
bn_ASV_000569	nano	Bacteria	Firmicutes	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus	uncultured_bacterium
bn_ASV_000140	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter	Sulfitobacter_pontiacus
bn_ASV_000160	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter	uncultured_bacterium
bn_ASV_000039	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	SUP05_cluster	uncultured_marine_bacterium
bp_ASV_000039	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	SUP05_cluster	uncultured_marine_bacterium
bn_ASV_000170	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_actinobacterium_HF0130_15N16
bn_ASV_000232	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_bacterium
bn_ASV_000271	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	marine_metagenome
bn_ASV_000306	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_marine_bacterium
bn_ASV_000415	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_marine_bacterium
bp_ASV_000170	pico	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_actinobacterium_HF0130_15N16
bp_ASV_000232	pico	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_bacterium
bn_ASV_000564	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_bacterium
bp_ASV_000271	pico	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	marine_metagenome
bp_ASV_000306	pico	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_marine_bacterium
bp_ASV_000415	pico	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	Sva0996_marine_group	uncultured_marine_bacterium
bn_ASV_000001	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	uncultured_bacterium
bn_ASV_000005	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	uncultured_bacterium
bn_ASV_000087	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	unidentified_marine_bacterioplankton
bn_ASV_000012	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	marine_metagenome
bn_ASV_000009	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	uncultured_marine_cyanobacterium
bn_ASV_000031	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	Synechococcus_sp._WH_7805
bn_ASV_000025	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	uncultured_bacterium
bp_ASV_000001	pico	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus	uncultured_bacterium
